8.587560801796945142e-02 4.159567403457710248e-03 -8.026809465516254738e-02 2.755371382678435330e-02 -7.425651542205437793e-03 -2.766401246383220006e-02 3.256006598370537325e-02 1.577420168889292762e-01 -1.092677293858922566e-01 -3.664401321074051837e-02
6.040542640520647072e-02 1.082872572330934313e-01 -1.602370178084482344e-01 -2.827500705029417083e-01 5.660732251721568853e-02 -7.611737761924390611e-02 -1.460805631433065646e-02 -1.646784196128369682e-01 -8.866109793783412407e-02 -4.517339793432807032e-02
-1.642412877901436863e-01 -2.413537741114779867e-01 1.552489584944299894e-01 2.727693716416787484e-01 -9.776505722794809339e-02 -7.515010561748103335e-02 1.418381314419625838e-01 -1.042521214775499194e-02 8.888970577678506624e-02 2.834070284380788007e-02
-2.611218485565596770e-01 -2.213884945666060866e-01 1.744626891054280871e-01 1.678714647051036402e-01 -1.223182560537968006e-01 -2.018962659238129620e-01 1.957041954042261500e-01 7.542508632281585967e-02 1.813132645837383095e-01 -1.026180962366086136e-01
-9.928969309084006989e-02 3.505678264555671126e-03 1.021520566652057427e-01 1.603045392715249928e-01 1.249297662073601059e-02 -3.538764118076750259e-02 2.144922547853459968e-02 2.894826802700388446e-02 1.800138711363907240e-01 -5.720496704483569311e-02
-1.910495686033379936e-01 3.702481272964183029e-02 2.662177502194032139e-02 6.286809580789735896e-02 2.236008668123735388e-01 -1.944418175299655535e-02 8.698304336195462894e-02 -1.875153106442270234e-01 -3.526329657056483796e-02 -1.426851782767191330e-02
7.053630120388482139e-02 2.068439447065156117e-02 -1.309726960386035921e-01 -1.183538648271384303e-01 -1.294822917663930872e-01 -7.967135903695386767e-02 1.868662896693515374e-01 1.567931965436516473e-01 -2.090908207082599682e-02 -9.918827146191527833e-02
-9.167556287960459960e-02 -1.368715973965637343e-02 -1.976639517890917824e-02 3.496041368237049612e-02 8.068472851962360526e-02 5.080689361177560814e-02 -4.803634906300653651e-03 6.621743605624172413e-02 9.364948776780671058e-02 3.862455277066211001e-02
4.208334747256957664e-01 -5.147923996785075396e-02 -1.501925371730540304e-01 -3.784634838642189636e-02 -6.426812080868339605e-02 6.357178819687170357e-02 -7.203623841020201542e-03 1.077177739626472702e-01 -7.899246602949885898e-02 -3.193473313763562499e-02
-1.573132489488180963e-01 3.274658147382192991e-02 5.253953656300007838e-03 1.071222977292532047e-01 8.184385109845761577e-03 -1.128118315047246245e-01 7.059042325650356775e-02 -1.095900119713347221e-01 -4.333007926618576838e-02 -5.937418477155347735e-02
-2.338077626958157129e-01 8.095149197254343509e-02 8.220225745821918562e-02 4.097372429946045252e-02 3.893842031991581742e-02 -1.351759379062766331e-01 1.003693048947556371e-01 -9.389515135343688701e-03 9.951207362711894655e-02 -7.257174156338927484e-02
-1.628388459128558841e-01 -6.416586243483881659e-03 1.531052117298749571e-01 -1.746728649838617531e-01 -9.930164479549401235e-02 -1.239572543559066820e-01 -9.226036585729832651e-03 -5.908827412211856839e-02 1.546754754373496632e-01 -8.850158659289480978e-03
-1.836732216738936607e-01 -1.187944473151577723e-01 5.417748158652508500e-02 -3.210670961078574553e-02 -4.682727329686691559e-02 -1.356878933179265223e-01 6.643137886967091787e-02 1.317713273472002553e-02 5.470601552362064357e-02 -1.393437145149080923e-02
9.062020701290203484e-02 -6.337936014057517220e-02 3.125979360857960437e-02 2.106510398386175209e-01 6.352145007235705798e-02 6.917489214049177271e-02 -1.156499648694588323e-01 1.106584855135091805e-01 1.316718803108266334e-01 -1.740597056715130764e-01
1.101744497210561426e-02 -5.095170213704374070e-03 -1.735817267911176492e-02 2.465160349679435328e-02 -9.314046945488990703e-02 -7.820982685957286740e-02 2.136811639067823926e-02 7.521527661598176318e-02 -2.638635986986017853e-02 -7.383961393262189477e-02
-3.653357340357638039e-02 -1.291843235718163896e-01 6.699889907983912207e-02 1.645719120638904076e-01 2.002920224537887983e-01 -3.788555755240091000e-02 -6.641911953006841840e-02 -1.190601533188166139e-01 1.395586420464383082e-01 -7.562316740469410270e-02
1.642736876495367870e-01 -3.065074156412176537e-02 -8.580865033092352490e-02 -1.473662191116707210e-01 5.212637020137093208e-02 1.167731432840919681e-01 -1.462188680395443974e-01 5.264942995685122779e-02 1.869170773553035236e-01 -4.463543175390655149e-02
2.445913386043889470e-02 4.017049089454122895e-02 4.028770917035974508e-02 -1.092388906900013251e-01 -4.741920234692578983e-05 2.039390706003928189e-01 -5.906817853791274803e-02 -2.596315569176576091e-02 1.896856519700783339e-01 1.226705222104808451e-01
-2.406679609340422674e-02 2.363166702044393677e-02 5.200549724648514949e-02 2.293305961501683130e-02 -1.184367789782090757e-01 1.013513722321818522e-01 2.454785718751091930e-02 1.573011517240576612e-02 -9.205464255283547781e-03 7.398066014963525228e-02
1.188890839806112931e-01 8.062584158987751159e-02 -1.052893742286111073e-01 4.136969336506210460e-02 -8.615696504046702064e-02 -1.253460514803885206e-01 8.246989659622480651e-02 1.359534999804453415e-01 -2.423497966289807348e-01 -8.907078092258308155e-02
1.414213671601040334e-01 -4.866871448435114433e-02 -2.063640961125813231e-02 -3.632577627484515070e-02 -2.127917741337981283e-01 9.094922818181984392e-02 -8.821563510716659562e-02 1.612865250560807373e-01 1.190451196229999620e-01 1.374702209948398812e-01
-1.368573994264359883e-01 6.053320696829538744e-02 -5.283784417959266205e-02 -2.355690168338618329e-01 -8.712213193338755324e-02 1.555161009013479936e-02 3.173075589375624894e-02 -5.799496504433444832e-02 2.263911244444058099e-02 4.040743394272911654e-02
-1.127727924800279169e-01 1.368162105662480699e-01 3.204537191688957426e-02 -3.959213329143204674e-02 -1.324233834665842768e-01 -5.202144056116651816e-02 -5.817531666999981727e-02 2.689483454369722901e-02 -1.834228015756500518e-01 4.363659313317143351e-02
1.136622023852160435e-01 -1.047585274010381234e-01 6.620774723657980865e-02 2.385612168688529822e-01 3.649041543379596964e-02 8.794210987522766906e-03 -4.864857662318636949e-02 2.328000036408418849e-02 -3.681216088753930943e-02 1.974796952297935143e-02
1.548681416977394087e-01 -3.798199211285659040e-03 -1.209271325053117192e-02 1.314912663470741983e-01 2.157283783217763540e-01 -1.669314115351831079e-02 6.060592491815636890e-02 -7.447940763361497740e-02 4.081248531233511168e-02 -7.662269733241330871e-02
8.192772431554827539e-02 -1.220205701900706347e-01 -9.847186752904213761e-03 -1.099858668819658726e-03 -6.240741340803995091e-02 -7.422915844034237709e-02 5.187599878812370474e-02 -6.382058549926970803e-02 1.119864205648421485e-01 -4.074096354172062479e-02
1.170307796972935160e-01 -6.234521344541574771e-03 -2.426023249410909702e-02 -1.021289442786205148e-01 -2.517969475477427888e-01 3.685254735237109697e-02 8.295790765155486302e-02 4.373821162647410082e-02 -1.042469205553634704e-01 9.457664080046797317e-02
-1.132583657672815297e-01 -2.548717990795671892e-02 -8.759374224373472906e-02 -1.333597171784135504e-01 6.535142686181488747e-02 5.723916497945354814e-02 5.643649072594533050e-02 -4.155382042897914213e-02 1.604447121131429843e-01 6.455104849325066230e-02
7.465726429029365119e-02 -1.317309271735662146e-01 -3.920556354061398296e-02 3.856716712562442001e-02 -1.752123409351175054e-01 -5.596669280148776349e-02 7.770197227953846986e-02 2.370570599734127260e-02 -2.485128661586824272e-01 1.018105296862038545e-01
-4.517218806188987024e-02 -5.818456699555972500e-02 -2.335234415394091961e-02 1.612640699151122459e-01 6.393570465668994840e-02 -1.604061678365815702e-01 1.382507563975408915e-01 5.821518160231232974e-02 -1.018214549132415853e-01 -1.233233827833566804e-01
1.542718268652579217e-01 4.234346999573932249e-03 3.365461611938252301e-02 -2.654632026016893326e-02 -1.390381178076367241e-01 2.445280971477915288e-01 -1.276290513504958202e-01 -1.019970455272468102e-01 -6.887486500860830196e-02 2.792061586751784508e-01
